station_token,horizon_d,event_era,is_weekend,missing_count,q_1d_bin,q_mean_7d_bin,q_std_7d_bin,q_mean_30d_bin,q_std_30d_bin,q_min_30d_bin,q_max_30d_bin,logq_1d_bin,dlogq_1d_bin,abs_dlogq_mean7_bin,flashiness_7d_bin,q_missing_30d_bin,month_bin,dayofyear_bin,slice_lowflow,target_rapid_surge_next,row_id
6d697f14bc8e,3,0,0,0,10,10,10,10,8,10,10,10,3,5,5,1,3,3,0,0,471812434517381978
4e9a08ea6a04,7,0,1,0,5,4,5,3,3,4,3,5,7,10,9,1,5,5,1,0,471815285052220724
5a95829744b6,7,1,0,0,7,7,8,7,7,5,7,7,1,11,11,1,4,4,0,0,471817392302707368
25827051ce85,7,2,0,0,11,11,11,11,11,11,11,11,10,8,8,1,3,3,0,1,471819950985541589
1404ea258012,3,0,0,0,10,10,11,10,10,10,10,10,0,7,7,1,11,10,1,1,471826700092265097
7b281033e46b,7,1,1,0,8,7,8,8,9,6,8,8,3,5,5,1,8,8,1,0,471841629631721981
e0b4f7b875db,3,0,0,0,1,0,1,2,5,1,4,1,6,1,1,1,11,11,0,1,471842321280025604
b7c0806de860,7,2,1,0,9,9,9,9,9,9,9,9,8,5,5,1,11,11,0,0,471847426512067719
ec691497ec28,3,0,0,0,8,8,7,8,7,8,7,8,4,3,3,1,4,4,0,0,471870145640929117
44c3d411b9d0,3,1,0,0,1,0,1,0,0,1,0,1,6,1,1,1,2,2,1,0,471882435802999587
89606b98d91b,3,2,1,0,9,9,8,9,9,10,9,9,8,2,2,1,5,5,0,0,471889620749298720
bed96b6743fa,7,2,0,0,2,2,2,2,1,4,1,2,6,2,2,1,2,1,0,0,471907678742545769
6d697f14bc8e,3,0,0,0,10,10,9,10,8,10,10,10,9,4,4,1,6,6,0,0,471913590707700307
406ae854b991,3,2,1,0,1,0,1,0,0,1,0,1,6,1,1,1,6,6,1,1,471929520436185801
de2e1a39a06a,3,2,0,0,7,7,5,7,7,7,7,7,8,3,3,1,6,6,0,0,471930637698327617
44451e6362f6,3,0,0,0,4,5,6,5,4,6,5,4,2,9,9,1,7,7,0,0,471933812566946525
ecaee3d1008f,7,1,1,0,2,2,2,3,6,3,6,2,3,3,3,1,2,2,0,0,471934536198817510
117bd0e19e2a,7,0,0,0,5,3,5,5,6,4,5,5,11,11,11,1,8,8,0,0,471942426685592894
5f8b91f5d962,7,2,0,0,7,7,3,8,9,8,8,7,4,1,1,1,2,1,0,0,471945732601849812
72e6d542f7e1,7,1,0,0,10,10,11,10,11,10,10,10,10,6,5,1,11,11,1,0,471954168370762066
5f8b91f5d962,3,2,0,0,7,7,6,7,9,8,9,7,4,2,2,1,3,3,1,0,471958034739260542
5a95829744b6,3,2,0,0,7,7,7,7,7,7,6,7,11,8,8,1,11,11,0,0,471967958522735232
44451e6362f6,3,2,0,0,5,5,2,5,2,6,3,5,5,2,2,1,11,11,0,0,471968893612754965
117bd0e19e2a,7,2,0,0,1,3,6,4,6,2,5,1,4,11,11,1,2,2,0,0,471975204339670715
1404ea258012,7,1,1,0,11,11,10,11,11,11,11,11,9,3,3,1,8,8,0,0,471976145324329343
406ae854b991,3,1,0,0,2,1,1,1,1,1,1,2,4,2,2,1,0,0,0,0,471984148602822685
25827051ce85,3,2,0,0,11,11,11,11,11,11,11,11,9,6,6,1,8,8,0,0,472006558779536726
4e9a08ea6a04,3,1,1,0,5,4,3,4,4,5,4,5,9,9,9,1,7,7,0,0,472008663074555273
95b9d4fe1271,7,1,0,0,2,2,2,2,2,4,3,2,7,3,3,1,5,5,0,0,472012421957003552
72e6d542f7e1,3,0,0,0,11,11,11,11,11,11,11,11,8,5,5,1,2,2,0,0,472020380507449924
7d9cf5e9ab13,3,2,0,0,6,6,6,6,6,7,6,6,0,8,8,1,9,9,0,1,472027061792214205
caf2a2a8004c,7,1,0,0,10,10,11,10,11,10,10,10,9,7,7,1,1,1,1,0,472029559452187615
5a95829744b6,3,2,0,0,7,7,6,7,6,7,6,7,1,6,6,1,9,9,0,0,472032458686163973
6d697f14bc8e,7,0,0,0,9,10,9,10,9,10,9,9,2,6,6,1,4,4,0,0,472037332338721435
6d697f14bc8e,7,0,0,0,10,10,9,10,8,10,10,10,2,4,4,1,6,6,0,0,472064548028111812
b64df5bf243d,7,1,0,0,1,1,1,1,0,2,0,1,6,1,1,1,5,5,0,0,472069586753830364
ecaee3d1008f,7,0,0,0,1,0,1,0,0,1,0,1,6,1,1,1,4,4,1,0,472097102702226469
caf2a2a8004c,7,0,0,0,10,11,11,10,10,11,10,10,9,5,5,1,8,8,0,0,472102833391064224
89606b98d91b,7,1,0,0,9,8,8,8,7,9,8,9,10,3,3,1,4,4,1,0,472122562321864021
ef34da8c2c0d,3,0,1,0,5,5,5,5,5,3,5,5,10,7,7,1,6,6,0,0,472146343503086936
56c9efc58838,3,2,0,0,8,8,8,8,8,8,8,8,7,3,3,1,9,10,0,0,472146346896269942
5a95829744b6,7,0,0,0,7,6,7,7,7,7,7,7,3,8,8,1,11,11,0,0,472163604863669059
de2e1a39a06a,7,1,0,0,6,6,3,6,4,7,5,6,6,2,2,1,8,8,1,0,472164387391049042
5a95829744b6,3,2,0,0,7,6,7,6,6,6,6,7,10,7,7,1,8,8,0,0,472186080907057674
56c9efc58838,3,1,0,0,8,8,7,8,8,8,8,8,7,3,3,1,7,7,0,0,472186689613543556
6d697f14bc8e,3,0,0,0,10,10,9,10,9,10,10,10,2,4,4,1,4,4,0,0,472195626183364464
ecaee3d1008f,7,1,0,0,1,0,1,0,0,1,0,1,6,1,1,1,5,5,1,0,472196500174479068
44c3d411b9d0,7,2,1,0,1,1,1,1,2,2,2,1,6,1,1,1,11,11,0,0,472203782614648858
56c9efc58838,7,1,0,0,8,8,5,8,7,9,8,8,7,2,2,1,5,5,0,0,472205883590656461
72e6d542f7e1,3,1,0,0,10,10,11,10,10,10,10,10,2,6,6,1,0,0,1,1,472209216431510125
fd98e5d506f4,7,0,0,0,4,5,4,5,4,6,4,4,0,8,8,1,11,10,0,0,472223087509667913
bed96b6743fa,7,2,0,0,1,0,1,0,0,1,0,1,6,1,1,1,8,8,1,1,472224189763878870
ec691497ec28,7,2,1,0,7,7,7,7,6,8,7,7,3,3,3,1,1,1,1,0,472229591127633189
e0b4f7b875db,7,0,0,0,1,4,6,2,5,1,4,1,6,11,11,1,8,8,0,0,472232934838530422
117bd0e19e2a,3,0,0,0,4,5,5,5,5,2,5,4,0,11,10,1,11,11,0,0,472235362487862956
44451e6362f6,3,1,0,0,3,4,4,3,3,3,3,3,1,9,9,1,9,9,1,0,472238476877811032
fd98e5d506f4,7,2,1,0,4,4,3,4,4,4,4,4,3,8,8,1,9,9,0,0,472239397246467964
7b281033e46b,3,1,0,0,8,9,9,9,9,9,9,8,1,6,6,1,1,1,0,0,472243013622290225
d2a09753fb88,7,0,0,0,4,6,7,6,6,1,6,4,0,11,11,1,4,4,0,0,472247627576515595
4e9a08ea6a04,3,0,0,0,3,3,3,3,2,3,2,3,9,9,9,1,5,5,1,0,472276997022301163
609de232a4d4,7,1,0,0,5,6,6,5,5,6,5,5,1,8,8,1,6,6,0,0,472280192772958018
56c9efc58838,7,2,1,0,8,8,8,8,9,9,9,8,3,4,4,1,5,5,0,0,472284823495573989
fd98e5d506f4,3,2,1,0,3,5,5,4,4,4,4,3,0,11,11,1,2,2,0,0,472300317214036136
5a95829744b6,7,1,0,0,7,7,7,6,7,6,6,7,10,7,7,1,5,5,0,0,472303996789771878
bed96b6743fa,7,0,0,0,1,0,1,0,0,1,0,1,6,1,1,1,6,5,1,0,472306963788830011
1404ea258012,7,1,0,0,11,11,11,10,11,10,11,11,10,7,7,1,2,1,0,0,472319259455291750
44451e6362f6,7,1,0,0,5,5,5,4,4,2,4,5,0,9,9,1,5,5,0,0,472320863970081739
44c3d411b9d0,7,1,0,0,1,0,1,2,2,1,2,1,6,1,1,1,3,3,0,0,472330761465998101
de2e1a39a06a,3,2,0,0,7,7,8,7,9,7,9,7,3,5,5,1,9,9,0,0,472345199565580220
043b694d9c5e,7,1,0,0,3,3,3,3,2,5,2,3,10,8,7,1,2,2,0,0,472362519977883134
b7c0806de860,7,1,0,0,9,9,10,9,10,8,9,9,9,6,6,1,11,11,0,0,472363296428792338
117bd0e19e2a,3,2,0,0,6,5,7,5,6,3,5,6,11,11,11,1,8,8,0,0,472372596171558505
95b9d4fe1271,3,2,1,0,2,2,1,2,1,4,1,2,6,1,1,1,3,3,0,0,472396766488735267
72e6d542f7e1,3,0,0,0,10,10,10,10,10,11,10,10,9,4,4,1,1,1,1,0,472399988113069068
ecaee3d1008f,7,1,1,0,2,2,2,2,2,1,2,2,1,6,6,1,11,11,0,0,472414736772606457
ec691497ec28,7,0,0,0,8,8,6,7,7,8,7,8,4,3,3,1,4,3,1,0,472417067479127282
caf2a2a8004c,3,2,1,0,10,10,10,10,10,10,10,10,4,5,5,1,11,11,1,1,472452704448632252
406ae854b991,3,2,0,0,1,1,1,1,2,1,1,1,6,1,1,1,3,3,0,1,472454176746414708
fd98e5d506f4,7,0,0,0,5,5,7,5,5,3,5,5,11,11,11,1,2,2,0,0,472454803745587325
fd98e5d506f4,3,0,0,0,2,3,5,3,4,2,3,2,10,11,11,1,6,6,1,0,472473405349411273
ec691497ec28,3,0,1,0,8,8,7,8,6,8,7,8,5,2,2,1,11,10,0,0,472478445388671301
e0b4f7b875db,3,0,0,0,1,4,6,2,4,1,3,1,6,9,11,1,1,1,0,1,472483530826815662
d2a09753fb88,3,0,0,0,6,5,6,6,6,1,6,6,2,8,8,1,8,8,0,0,472489109507234106
fd98e5d506f4,3,0,0,0,5,5,5,5,6,3,5,5,0,9,9,1,3,2,0,0,472499254631171542
ef34da8c2c0d,7,1,0,0,3,4,5,4,5,3,4,3,0,11,11,1,5,5,0,0,472499736519187525
89606b98d91b,7,0,1,0,9,9,7,9,7,10,9,9,4,3,3,1,5,5,0,0,472514559990399376
1404ea258012,7,0,0,0,10,11,11,11,11,11,11,10,1,5,6,1,1,1,0,1,472514879131616999
54bdd761dc96,3,0,0,0,7,7,8,7,8,7,7,7,2,6,6,1,8,8,0,0,472537935225887556
df7628a2379b,7,0,0,0,1,1,2,1,2,1,1,1,3,8,8,1,0,0,0,0,472539605483436073
ec691497ec28,3,1,0,0,8,8,7,8,7,8,7,8,4,3,3,1,11,10,0,0,472553930752514382
748d7819e37e,7,2,1,0,1,1,1,1,1,2,1,1,4,1,1,1,5,5,0,0,472568324939860164
88c5daebbe7a,3,1,1,0,6,5,5,5,5,5,5,6,11,9,9,1,2,2,1,0,472569971955361119
b64df5bf243d,3,1,1,0,1,1,1,1,1,2,1,1,6,1,1,1,11,10,0,0,472571170149996875
fd98e5d506f4,3,0,0,0,3,4,6,5,4,5,4,3,0,11,11,1,11,10,0,0,472586419289370433
609de232a4d4,3,1,1,0,5,6,5,6,5,6,6,5,0,8,8,1,5,5,0,0,472596186501877985
406ae854b991,7,2,1,0,1,0,1,0,1,1,0,1,6,1,1,1,4,4,0,0,472603067627777008
44451e6362f6,3,2,1,0,5,5,2,4,2,6,3,5,4,2,2,1,11,10,0,0,472612888305534027
ef34da8c2c0d,7,0,1,0,6,5,6,5,6,3,5,6,10,10,10,1,3,3,0,0,472614495705711581
b7c0806de860,3,2,0,0,9,9,9,9,9,9,9,9,9,6,6,1,11,11,0,0,472616275260334320
75ed4952b7fc,3,2,0,0,7,7,9,7,8,6,7,7,1,10,9,1,8,8,0,0,472626479361249503
ecaee3d1008f,7,2,1,0,1,0,1,0,0,1,0,1,6,1,1,1,9,9,1,0,472641938317034848
4e9a08ea6a04,3,2,0,0,4,4,4,4,4,1,4,4,1,9,9,1,3,3,0,0,472642226504237039
75ed4952b7fc,3,1,0,0,9,10,10,9,10,8,10,9,2,8,8,1,2,2,0,0,472649443730464223
1ef64aab5c17,3,1,0,0,10,10,6,10,8,10,9,10,4,1,1,1,9,9,0,0,472669253380883122
117bd0e19e2a,3,1,1,0,5,4,5,4,4,3,4,5,4,9,8,1,0,0,1,0,472673390643842161
de2e1a39a06a,7,1,0,0,5,6,4,6,4,7,6,5,3,4,5,1,7,7,1,0,472675509337148110
b64df5bf243d,3,2,0,0,2,1,1,1,1,3,1,2,8,2,1,1,3,3,0,0,472678136409470168
724c5ce66e47,7,2,1,0,1,0,1,0,0,1,0,1,6,1,1,1,8,8,1,0,472680281180541569
75ed4952b7fc,3,2,0,0,7,7,7,7,8,7,7,7,8,5,5,1,4,4,0,0,472683402858052481
caf2a2a8004c,3,1,0,0,10,10,11,10,10,10,10,10,9,7,7,1,1,1,1,0,472696994352709454
44451e6362f6,7,0,0,0,4,5,7,3,5,3,5,4,2,10,10,1,6,6,1,0,472724806872327811
1ef64aab5c17,3,1,0,0,9,9,10,9,9,9,8,9,4,7,6,1,6,6,1,0,472736312445384047
72e6d542f7e1,7,0,0,0,11,11,10,10,11,10,10,11,4,3,3,1,1,1,1,0,472740522790295590
117bd0e19e2a,3,0,0,0,7,6,7,6,6,3,6,7,10,11,11,1,2,2,0,0,472749272464527204
1ef64aab5c17,3,0,0,0,10,10,6,10,6,10,10,10,4,1,1,1,7,7,0,0,472753920773851497
75ed4952b7fc,3,1,0,0,7,7,6,7,9,7,8,7,4,3,3,1,4,4,0,0,472753995149813797
7b281033e46b,3,0,1,0,9,9,8,9,9,9,9,9,9,3,3,1,5,5,0,0,472760714954586871
25827051ce85,3,2,0,0,10,10,10,11,11,11,11,10,2,5,5,1,11,10,1,0,472762301410930000
df7628a2379b,3,2,1,0,1,0,1,1,2,1,2,1,6,6,8,1,9,9,0,0,472778117961070080
44451e6362f6,3,1,0,0,5,6,4,5,6,1,5,5,0,6,6,1,0,0,0,0,472780581271725398
043b694d9c5e,3,1,0,0,3,3,2,2,2,5,2,3,5,8,8,1,1,1,1,0,472781353265548973
5a95829744b6,7,2,0,0,5,5,5,6,7,5,6,5,11,9,10,1,2,2,1,0,472784110232481650
4e9a08ea6a04,7,0,0,0,3,3,2,3,2,5,2,3,1,5,6,1,11,11,0,0,472790549811035278
56c9efc58838,3,1,0,0,8,8,7,8,7,9,8,8,8,3,3,1,3,3,0,0,472805113372706371
b7c0806de860,7,0,0,0,9,9,9,9,9,9,9,9,2,4,4,1,6,6,0,0,472820312696540585
043b694d9c5e,3,0,1,0,3,3,3,2,3,1,2,3,11,9,9,1,8,8,1,0,472820411048051022
117bd0e19e2a,7,0,0,0,6,6,7,6,6,3,6,6,11,11,10,1,3,3,0,0,472825654611681753
ef34da8c2c0d,3,0,0,0,2,3,5,3,4,3,3,2,11,11,10,1,1,1,1,1,472830497501300519
609de232a4d4,3,1,0,0,5,5,5,5,4,6,4,5,1,9,9,1,2,2,0,0,472837965024022727
609de232a4d4,7,1,1,0,4,5,6,5,4,5,4,4,0,11,11,1,3,3,1,1,472840408698229833
ae58d21b0db5,3,0,0,0,4,3,4,3,3,3,3,4,10,9,9,1,11,10,0,0,472847932721231507
bed96b6743fa,3,1,0,0,2,2,2,2,2,3,1,2,4,4,4,1,11,10,0,0,472857543516786906
7d9cf5e9ab13,3,0,0,0,6,6,6,6,6,7,6,6,9,7,7,1,3,3,0,0,472875808943678730
fd98e5d506f4,3,2,1,0,4,5,5,3,4,1,3,4,0,9,9,1,2,2,0,0,472877340187087306
56c9efc58838,7,1,0,0,8,7,6,8,7,8,7,8,5,2,2,1,7,7,0,0,472889249967830149
748d7819e37e,7,1,0,0,2,2,2,2,3,3,3,2,3,3,3,1,2,2,0,0,472893110546231657
de2e1a39a06a,3,1,0,0,6,6,3,6,4,7,6,6,3,2,2,1,7,7,1,0,472909499157348454
ecaee3d1008f,7,2,0,0,1,0,1,0,0,1,0,1,6,1,1,1,9,9,1,0,472916403017255885
b64df5bf243d,7,1,1,0,2,1,1,1,0,3,1,2,6,1,1,1,3,2,0,0,472922264400533738
25827051ce85,3,0,0,0,11,11,11,11,11,11,11,11,4,7,7,1,6,6,0,0,472932433070073604
ec691497ec28,3,0,0,0,8,8,8,8,7,8,7,8,8,4,3,1,5,5,0,0,472935998854712172
7b281033e46b,3,1,0,0,8,8,9,9,9,9,9,8,1,5,5,1,11,11,0,1,472946238135482932
d2a09753fb88,7,0,0,0,6,6,7,6,6,5,6,6,2,11,11,1,4,4,0,0,472946277958418511
75ed4952b7fc,3,0,0,0,7,7,7,7,9,7,8,7,3,4,4,1,5,5,0,0,472952090666112384
de2e1a39a06a,3,0,0,0,5,5,2,5,3,6,4,5,7,3,3,1,7,7,1,0,472986718589091809
72e6d542f7e1,7,1,0,0,11,11,11,11,11,11,11,11,6,5,5,1,4,4,0,0,473027437423020132
df7628a2379b,3,2,1,0,2,2,2,1,2,1,2,2,9,4,5,1,11,10,0,0,473033270622028562
44451e6362f6,7,1,0,0,4,4,5,4,4,5,4,4,11,10,11,1,2,2,0,0,473035031551214870
117bd0e19e2a,3,0,0,0,6,6,7,6,7,2,6,6,1,10,10,1,3,3,0,0,473038662028673707
44c3d411b9d0,3,1,0,0,1,0,1,1,2,1,2,1,6,4,5,1,2,2,0,1,473042839438593584
1ef64aab5c17,3,0,0,0,10,10,9,10,8,10,10,10,6,4,3,1,7,7,0,0,473063001846114402
e0b4f7b875db,7,0,0,0,1,0,1,0,0,1,0,1,6,1,1,1,5,5,1,0,473063060191964526
25827051ce85,3,1,0,0,11,11,11,11,11,11,11,11,9,4,4,1,8,8,0,0,473063147774238614
5f8b91f5d962,7,2,0,0,7,7,3,7,7,8,7,7,7,1,1,1,6,6,1,0,473084521043321318
406ae854b991,7,2,0,0,1,0,1,0,0,1,0,1,6,1,1,1,9,9,1,0,473100341541096065
609de232a4d4,7,1,0,0,4,5,5,5,4,6,4,4,0,8,8,1,2,2,0,0,473108600370658695
89606b98d91b,3,0,0,0,9,9,7,9,10,9,9,9,4,3,3,1,9,9,0,0,473126451236097178
5a95829744b6,7,0,0,0,7,7,7,7,7,5,7,7,4,3,4,1,4,4,0,0,473129907721334294
043b694d9c5e,3,1,0,0,3,3,3,3,3,5,3,3,1,7,7,1,11,10,0,0,473144945760591893
724c5ce66e47,7,1,0,0,2,2,2,2,2,3,2,2,0,5,5,1,4,4,0,0,473161653651742610
de2e1a39a06a,3,2,0,0,10,9,10,9,10,9,10,10,11,7,6,1,1,1,0,0,473169338182606059
ec691497ec28,3,1,0,0,8,8,6,8,8,8,8,8,8,3,3,1,11,10,0,0,473174338181187206
54bdd761dc96,7,1,0,0,1,0,1,0,0,1,0,1,6,1,1,1,6,6,1,0,473175311498822424
ec691497ec28,3,1,0,0,8,8,7,8,7,9,7,8,4,2,2,1,7,7,0,0,473188901794694559
88c5daebbe7a,7,0,0,0,5,5,4,5,4,5,5,5,2,8,8,1,3,3,0,0,473193800269536667
ecaee3d1008f,7,1,0,0,1,1,1,1,1,1,1,1,4,2,2,1,6,5,0,0,473196783035709056
75ed4952b7fc,7,0,0,0,9,10,10,9,11,7,10,9,1,8,8,1,1,0,0,0,473197586099321312
56c9efc58838,3,0,0,0,8,7,6,8,10,8,9,8,6,2,2,1,8,8,0,0,473204596865633382
95b9d4fe1271,3,0,0,0,2,2,1,2,1,4,1,2,4,2,2,1,8,8,0,0,473206037109593014
54bdd761dc96,7,0,0,0,4,4,3,7,9,6,8,4,1,8,8,1,9,9,0,0,473214344381893763
df7628a2379b,7,0,1,0,1,2,3,1,2,1,2,1,6,10,11,1,4,4,0,0,473219194609605347
1404ea258012,7,1,1,0,11,11,11,11,11,11,11,11,10,5,5,1,6,6,0,0,473220860551842309
e0b4f7b875db,7,0,0,0,1,0,1,2,5,1,4,1,6,1,1,1,0,0,0,0,473220939240926695
609de232a4d4,3,1,0,0,6,5,6,5,4,6,5,6,1,8,8,1,11,10,0,0,473234643246723857
748d7819e37e,7,1,0,0,1,1,1,0,0,2,0,1,6,1,1,1,9,9,1,0,473246384874941194
ecaee3d1008f,7,1,0,0,1,1,1,1,2,1,2,1,8,1,1,1,1,0,0,0,473246622575329644
caf2a2a8004c,3,2,0,0,11,11,10,11,10,11,11,11,7,3,3,1,4,4,0,0,473246688265146363
ae58d21b0db5,7,1,0,0,4,3,3,3,3,4,4,4,8,9,9,1,8,8,0,0,473248491394351446
7d9cf5e9ab13,7,1,0,0,6,6,5,6,6,7,6,6,2,5,6,1,5,5,0,0,473248666975601781
88c5daebbe7a,3,1,0,0,6,6,3,6,5,6,6,6,10,6,6,1,5,5,0,0,473255458107616221
72e6d542f7e1,3,1,0,0,10,10,10,10,11,10,10,10,1,6,6,1,0,0,1,0,473274660224366250
6d697f14bc8e,7,1,0,0,8,9,9,9,8,9,9,8,1,6,6,1,11,10,0,0,473283788097800804
ec691497ec28,3,0,1,0,8,8,7,7,7,8,7,8,3,3,3,1,11,11,0,0,473292531121088221
44451e6362f6,3,2,0,0,4,4,5,4,3,5,4,4,2,10,10,1,6,6,0,0,473309178681213011
6d697f14bc8e,3,2,0,0,9,9,9,10,9,10,9,9,9,5,5,1,9,9,0,0,473313173324455918
1ef64aab5c17,7,0,1,0,9,9,10,10,10,10,10,9,6,6,7,1,7,7,0,0,473318541018777202
de2e1a39a06a,7,1,0,0,7,7,6,7,7,7,7,7,9,4,5,1,9,9,0,1,473332815801401149
54bdd761dc96,3,1,1,0,4,7,10,8,9,6,8,4,6,10,11,1,3,3,0,0,473335600762739421
e0b4f7b875db,3,0,0,0,5,5,6,2,5,1,4,5,0,10,8,1,11,10,0,0,473335856408710259
6d697f14bc8e,7,0,0,0,10,10,9,10,9,10,10,10,8,3,3,1,5,5,0,0,473339763548051571
72e6d542f7e1,7,0,0,0,11,11,10,11,11,11,11,11,8,3,3,1,3,3,0,0,473368780051619274
ef34da8c2c0d,7,1,1,0,5,5,5,4,4,3,4,5,10,8,7,1,9,9,0,0,473368929173115825
7b281033e46b,7,2,0,0,8,9,10,9,9,9,9,8,1,6,6,1,11,11,0,1,473381355688915789
117bd0e19e2a,7,1,0,0,4,5,6,4,6,3,5,4,11,9,9,1,7,7,1,0,473391853539557965
5a95829744b6,7,2,0,0,7,7,6,7,6,6,6,7,10,7,7,1,11,10,0,0,473400765106857700
724c5ce66e47,7,1,0,0,1,0,1,0,0,1,0,1,6,1,1,1,0,0,1,0,473428592340030935
6d697f14bc8e,3,1,0,0,9,10,9,9,9,9,9,9,1,5,5,1,2,2,0,0,473434175204577986
043b694d9c5e,7,1,0,0,3,3,2,3,2,5,2,3,8,4,4,1,6,6,0,0,473446359034137597
95b9d4fe1271,3,1,0,0,2,2,2,1,1,3,1,2,7,2,2,1,7,7,1,0,473447027214331907
5a95829744b6,7,1,1,0,7,7,7,7,7,6,7,7,8,5,5,1,9,9,0,0,473474878103835198
44451e6362f6,3,2,0,0,5,3,4,4,4,4,4,5,11,10,10,1,2,1,0,0,473486089705925480
5a95829744b6,7,0,0,0,5,6,8,7,7,6,7,5,2,8,8,1,2,1,0,1,473489977933915433
d2a09753fb88,3,0,0,0,5,6,7,5,6,1,6,5,11,11,11,1,2,1,0,0,473494823241526740
25827051ce85,3,2,0,0,10,11,11,11,11,10,11,10,0,8,8,1,8,8,0,1,473506639258522948
7d9cf5e9ab13,7,0,1,0,7,7,6,6,6,7,6,7,11,7,7,1,1,1,0,0,473509293180391884
44451e6362f6,7,0,0,0,6,5,6,4,5,1,5,6,11,10,10,1,0,0,1,0,473509876594877828
ef34da8c2c0d,3,1,1,0,5,5,7,5,5,3,5,5,0,11,11,1,5,5,0,0,473514331709672143
88c5daebbe7a,7,0,0,0,5,5,6,6,5,6,6,5,0,9,10,1,6,6,0,0,473520726050997990
117bd0e19e2a,7,2,0,0,5,5,4,4,4,5,4,5,2,7,6,1,9,9,0,0,473524552439841494
6d697f14bc8e,7,0,0,0,10,10,10,10,8,10,10,10,2,5,5,1,6,6,0,0,473540828084638951
1ef64aab5c17,3,2,0,0,1,0,1,8,10,1,9,1,6,1,1,1,1,1,1,0,473544487533591215
7b281033e46b,3,0,0,0,8,8,10,9,10,6,9,8,1,11,11,1,7,7,0,0,473546457861490891
5a95829744b6,7,1,0,0,6,7,8,6,7,5,6,6,5,10,8,1,6,6,0,0,473547400479647589
1404ea258012,7,2,1,0,10,11,11,10,11,10,11,10,1,8,8,1,8,8,0,0,473548597096165642
ef34da8c2c0d,3,1,0,0,5,4,5,3,4,3,4,5,1,11,10,1,1,1,1,0,473551648447022302
54bdd761dc96,3,1,0,0,7,7,8,8,10,7,9,7,9,9,9,1,11,11,0,0,473552671233881569
54bdd761dc96,7,2,1,0,7,7,6,7,8,7,7,7,9,5,5,1,7,7,0,0,473566885635649185
1404ea258012,3,1,0,0,10,10,11,10,11,11,10,10,9,6,6,1,11,10,0,0,473581612144133608
6d697f14bc8e,3,1,1,0,8,10,10,10,9,9,9,8,0,6,7,1,8,8,0,0,473599059674605372
1ef64aab5c17,7,1,0,0,10,10,9,10,9,10,9,10,7,2,2,1,0,0,0,0,473612098163041826
de2e1a39a06a,3,1,0,0,8,9,11,7,10,7,10,8,0,11,10,1,9,9,0,0,473612519038859508
748d7819e37e,7,2,0,0,2,2,2,2,2,4,2,2,8,2,2,1,0,0,0,0,473614476903246318
de2e1a39a06a,3,0,0,0,9,10,11,10,11,8,10,9,2,9,9,1,0,0,0,1,473634892553501073
95b9d4fe1271,7,2,1,0,2,2,2,2,1,4,1,2,5,2,2,1,1,1,0,0,473635900460323534
5a95829744b6,3,2,0,0,6,7,7,7,7,4,6,6,0,9,9,1,11,10,0,0,473639523519171906
75ed4952b7fc,3,1,0,0,7,7,9,7,8,7,7,7,2,7,7,1,5,5,0,0,473641947425357662
fd98e5d506f4,3,1,0,0,5,4,5,3,4,2,3,5,10,11,10,1,0,0,1,0,473644327954878029
25827051ce85,3,1,0,0,11,11,11,11,11,11,11,11,4,6,5,1,8,8,0,0,473645160192925158
7b281033e46b,7,2,1,0,9,9,9,8,10,7,9,9,10,5,5,1,2,2,1,0,473652931134418056
7b281033e46b,7,0,0,0,10,10,10,9,9,9,9,10,9,4,4,1,5,5,0,0,473657812647516224
ecaee3d1008f,7,2,0,0,1,1,1,1,1,2,1,1,6,1,1,1,3,3,0,0,473661419573428680
b7c0806de860,7,0,0,0,9,9,9,9,8,9,8,9,8,5,5,1,5,5,0,0,473674661712084441
117bd0e19e2a,3,0,0,0,6,5,6,5,6,2,5,6,10,11,11,1,7,7,0,0,473678524963771672
ec691497ec28,3,1,0,0,8,8,7,7,7,8,7,8,4,3,3,1,4,4,0,0,473684766444186144
1404ea258012,3,0,0,0,10,11,11,11,11,11,11,10,8,6,6,1,7,7,0,0,473749488485810178
5a95829744b6,7,1,1,0,6,6,8,6,7,5,6,6,0,11,10,1,0,0,1,0,473761131718777683
72e6d542f7e1,7,2,1,0,11,11,11,11,11,11,11,11,2,4,4,1,4,3,0,0,473779986773254171
df7628a2379b,3,2,0,0,1,0,1,2,2,1,2,1,6,1,1,1,9,9,0,0,473790077664013328
1404ea258012,3,1,0,0,10,10,10,10,11,9,10,10,2,7,7,1,0,0,1,0,473790395534282017
95b9d4fe1271,7,2,0,0,3,2,2,2,1,5,2,3,4,2,2,1,2,2,0,1,473809496208032120
ec691497ec28,3,1,0,0,8,8,6,8,7,8,7,8,8,2,2,1,4,4,0,0,473810511306452281
609de232a4d4,7,2,0,0,5,4,5,5,4,5,4,5,11,10,10,1,11,11,1,0,473814399522241881
56c9efc58838,7,0,0,0,8,8,8,7,8,8,7,8,8,3,3,1,11,10,1,0,473814618835132800
54bdd761dc96,3,1,0,0,7,7,8,7,9,6,8,7,3,7,7,1,9,9,0,0,473825564729342257
4e9a08ea6a04,3,0,1,0,3,2,2,2,3,1,2,3,9,10,10,1,4,4,1,0,473835226289883285
b7c0806de860,7,1,1,0,9,9,9,8,8,9,9,9,1,5,5,1,11,10,1,0,473837806544395318
